COUNTY,STATE,POPULATION,DATE
Montgomery County, Illinois,28601,2018-07-01
Morgan County, Illinois,33976,2018-07-01
Moultrie County, Illinois,14717,2018-07-01
Ogle County, Illinois,50923,2018-07-01
Peoria County, Illinois,180621,2018-07-01
Perry County, Illinois,21174,2018-07-01
Piatt County, Illinois,16396,2018-07-01
Pike County, Illinois,15611,2018-07-01
Pope County, Illinois,4212,2018-07-01
Pulaski County, Illinois,5463,2018-07-01
Putnam County, Illinois,5740,2018-07-01
Randolph County, Illinois,32106,2018-07-01
Richland County, Illinois,15763,2018-07-01
Rock Island County, Illinois,143477,2018-07-01
St. Clair County, Illinois,261059,2018-07-01
Saline County, Illinois,23906,2018-07-01
Sangamon County, Illinois,195348,2018-07-01
Schuyler County, Illinois,6907,2018-07-01
Scott County, Illinois,4926,2018-07-01
Shelby County, Illinois,21741,2018-07-01
Stark County, Illinois,5427,2018-07-01
Stephenson County, Illinois,44753,2018-07-01
Tazewell County, Illinois,132328,2018-07-01
Union County, Illinois,16841,2018-07-01
Vermilion County, Illinois,76806,2018-07-01
Wabash County, Illinois,11549,2018-07-01
Warren County, Illinois,17032,2018-07-01
Washington County, Illinois,13995,2018-07-01
Wayne County, Illinois,16332,2018-07-01
White County, Illinois,13665,2018-07-01
Whiteside County, Illinois,55626,2018-07-01
Will County, Illinois,692310,2018-07-01
Williamson County, Illinois,67056,2018-07-01
Winnebago County, Illinois,284081,2018-07-01
Woodford County, Illinois,38463,2018-07-01
Adams County, Indiana,35636,2018-07-01
Allen County, Indiana,375351,2018-07-01
Bartholomew County, Indiana,82753,2018-07-01
Benton County, Indiana,8653,2018-07-01
Blackford County, Indiana,11930,2018-07-01
Boone County, Indiana,66999,2018-07-01
Brown County, Indiana,15234,2018-07-01
Carroll County, Indiana,20127,2018-07-01
Cass County, Indiana,37955,2018-07-01
Clark County, Indiana,117360,2018-07-01
Clay County, Indiana,26170,2018-07-01
Clinton County, Indiana,32250,2018-07-01
Crawford County, Indiana,10558,2018-07-01
Daviess County, Indiana,33147,2018-07-01
Dearborn County, Indiana,49568,2018-07-01
Decatur County, Indiana,26794,2018-07-01
DeKalb County, Indiana,43226,2018-07-01
Delaware County, Indiana,114772,2018-07-01
Dubois County, Indiana,42565,2018-07-01
Elkhart County, Indiana,205560,2018-07-01
Fayette County, Indiana,23047,2018-07-01
Floyd County, Indiana,77781,2018-07-01
Fountain County, Indiana,16351,2018-07-01
Franklin County, Indiana,22736,2018-07-01
Fulton County, Indiana,20092,2018-07-01
Gibson County, Indiana,33452,2018-07-01
Grant County, Indiana,65936,2018-07-01
Greene County, Indiana,32006,2018-07-01
Hamilton County, Indiana,330086,2018-07-01
Hancock County, Indiana,76351,2018-07-01
Harrison County, Indiana,40350,2018-07-01
Hendricks County, Indiana,167009,2018-07-01
Henry County, Indiana,48271,2018-07-01
Howard County, Indiana,82366,2018-07-01
Huntington County, Indiana,36240,2018-07-01
Jackson County, Indiana,44111,2018-07-01
Jasper County, Indiana,33370,2018-07-01
Jay County, Indiana,20764,2018-07-01
Jefferson County, Indiana,32208,2018-07-01
Jennings County, Indiana,27611,2018-07-01
Johnson County, Indiana,156225,2018-07-01
Knox County, Indiana,36895,2018-07-01
Kosciusko County, Indiana,79344,2018-07-01
LaGrange County, Indiana,39330,2018-07-01
Lake County, Indiana,484411,2018-07-01
LaPorte County, Indiana,110007,2018-07-01
Lawrence County, Indiana,45668,2018-07-01
Madison County, Indiana,129641,2018-07-01
Marion County, Indiana,954670,2018-07-01
Marshall County, Indiana,46248,2018-07-01
Martin County, Indiana,10217,2018-07-01
Miami County, Indiana,35567,2018-07-01
Monroe County, Indiana,146917,2018-07-01
Montgomery County, Indiana,38346,2018-07-01
Morgan County, Indiana,70116,2018-07-01
Newton County, Indiana,14011,2018-07-01
Noble County, Indiana,47532,2018-07-01
Ohio County, Indiana,5844,2018-07-01
Orange County, Indiana,19489,2018-07-01
Owen County, Indiana,20845,2018-07-01
Parke County, Indiana,16927,2018-07-01
Perry County, Indiana,19102,2018-07-01
Pike County, Indiana,12410,2018-07-01
Porter County, Indiana,169594,2018-07-01
Posey County, Indiana,25540,2018-07-01
Pulaski County, Indiana,12469,2018-07-01
Putnam County, Indiana,37779,2018-07-01
Randolph County, Indiana,24851,2018-07-01
Ripley County, Indiana,28523,2018-07-01
Rush County, Indiana,16663,2018-07-01
St. Joseph County, Indiana,270771,2018-07-01
Scott County, Indiana,23878,2018-07-01
Shelby County, Indiana,44593,2018-07-01
Spencer County, Indiana,20327,2018-07-01
Starke County, Indiana,22935,2018-07-01
Steuben County, Indiana,34586,2018-07-01
Sullivan County, Indiana,20690,2018-07-01
Switzerland County, Indiana,10717,2018-07-01
Tippecanoe County, Indiana,193048,2018-07-01
Tipton County, Indiana,15128,2018-07-01
Union County, Indiana,7037,2018-07-01
Vanderburgh County, Indiana,180974,2018-07-01
Vermillion County, Indiana,15479,2018-07-01
Vigo County, Indiana,107386,2018-07-01
Wabash County, Indiana,31280,2018-07-01
Warren County, Indiana,8263,2018-07-01
Warrick County, Indiana,62567,2018-07-01
Washington County, Indiana,27943,2018-07-01
Wayne County, Indiana,65936,2018-07-01
Wells County, Indiana,28206,2018-07-01
White County, Indiana,24133,2018-07-01
Whitley County, Indiana,34074,2018-07-01
Adair County, Iowa,7063,2018-07-01
Adams County, Iowa,3645,2018-07-01
Allamakee County, Iowa,13832,2018-07-01
Appanoose County, Iowa,12437,2018-07-01
Audubon County, Iowa,5506,2018-07-01
Benton County, Iowa,25642,2018-07-01
Black Hawk County, Iowa,132408,2018-07-01
Boone County, Iowa,26346,2018-07-01
Bremer County, Iowa,24947,2018-07-01
Buchanan County, Iowa,21199,2018-07-01
Buena Vista County, Iowa,19874,2018-07-01
Butler County, Iowa,14539,2018-07-01
Calhoun County, Iowa,9699,2018-07-01
Carroll County, Iowa,20154,2018-07-01
Cass County, Iowa,12930,2018-07-01
Cedar County, Iowa,18627,2018-07-01
Cerro Gordo County, Iowa,42647,2018-07-01
Cherokee County, Iowa,11321,2018-07-01
Chickasaw County, Iowa,11964,2018-07-01
Clarke County, Iowa,9423,2018-07-01
Clay County, Iowa,16134,2018-07-01
Clayton County, Iowa,17556,2018-07-01
Clinton County, Iowa,46518,2018-07-01
Crawford County, Iowa,17158,2018-07-01
Dallas County, Iowa,90180,2018-07-01
Davis County, Iowa,9017,2018-07-01
Decatur County, Iowa,7890,2018-07-01
Delaware County, Iowa,17069,2018-07-01
Des Moines County, Iowa,39138,2018-07-01
Dickinson County, Iowa,17153,2018-07-01
Dubuque County, Iowa,96854,2018-07-01
Emmet County, Iowa,9253,2018-07-01
Fayette County, Iowa,19660,2018-07-01
Floyd County, Iowa,15761,2018-07-01
Franklin County, Iowa,10124,2018-07-01
Fremont County, Iowa,6993,2018-07-01
Greene County, Iowa,8981,2018-07-01
Grundy County, Iowa,12304,2018-07-01
Guthrie County, Iowa,10720,2018-07-01
Hamilton County, Iowa,14952,2018-07-01
Hancock County, Iowa,10712,2018-07-01
Hardin County, Iowa,16868,2018-07-01
Harrison County, Iowa,14134,2018-07-01
Henry County, Iowa,20067,2018-07-01
Howard County, Iowa,9187,2018-07-01
Humboldt County, Iowa,9547,2018-07-01
Ida County, Iowa,6841,2018-07-01
Iowa County, Iowa,16141,2018-07-01
Jackson County, Iowa,19432,2018-07-01
Jasper County, Iowa,37147,2018-07-01
Jefferson County, Iowa,18381,2018-07-01
Johnson County, Iowa,151260,2018-07-01
Jones County, Iowa,20744,2018-07-01
Keokuk County, Iowa,10225,2018-07-01
Kossuth County, Iowa,14908,2018-07-01
Lee County, Iowa,34055,2018-07-01
Linn County, Iowa,225909,2018-07-01
Louisa County, Iowa,11169,2018-07-01
Lucas County, Iowa,8645,2018-07-01
Lyon County, Iowa,11811,2018-07-01
Madison County, Iowa,16249,2018-07-01
Mahaska County, Iowa,22000,2018-07-01
Marion County, Iowa,33407,2018-07-01
Marshall County, Iowa,39981,2018-07-01
Mills County, Iowa,15063,2018-07-01
Mitchell County, Iowa,10569,2018-07-01
Monona County, Iowa,8679,2018-07-01
Monroe County, Iowa,7790,2018-07-01
Montgomery County, Iowa,10003,2018-07-01
Muscatine County, Iowa,42929,2018-07-01
O'Brien County, Iowa,13840,2018-07-01
Osceola County, Iowa,6040,2018-07-01
Page County, Iowa,15249,2018-07-01
Palo Alto County, Iowa,8929,2018-07-01
Plymouth County, Iowa,25095,2018-07-01
Pocahontas County, Iowa,6740,2018-07-01
Polk County, Iowa,487204,2018-07-01
Pottawattamie County, Iowa,93533,2018-07-01
Poweshiek County, Iowa,18699,2018-07-01
Ringgold County, Iowa,4968,2018-07-01
Sac County, Iowa,9719,2018-07-01
Scott County, Iowa,173283,2018-07-01
Shelby County, Iowa,11578,2018-07-01
Sioux County, Iowa,34909,2018-07-01
Story County, Iowa,98105,2018-07-01
Tama County, Iowa,16904,2018-07-01
Taylor County, Iowa,6191,2018-07-01
Union County, Iowa,12359,2018-07-01
Van Buren County, Iowa,7020,2018-07-01
Wapello County, Iowa,35205,2018-07-01
Warren County, Iowa,51056,2018-07-01
Washington County, Iowa,22141,2018-07-01
Wayne County, Iowa,6401,2018-07-01
Webster County, Iowa,36277,2018-07-01
Winnebago County, Iowa,10518,2018-07-01
Winneshiek County, Iowa,20029,2018-07-01
Woodbury County, Iowa,102539,2018-07-01
Worth County, Iowa,7453,2018-07-01
Wright County, Iowa,12690,2018-07-01
Allen County, Kansas,12444,2018-07-01
Anderson County, Kansas,7878,2018-07-01
Atchison County, Kansas,16193,2018-07-01
Barber County, Kansas,4472,2018-07-01
Barton County, Kansas,26111,2018-07-01
Bourbon County, Kansas,14653,2018-07-01
Brown County, Kansas,9598,2018-07-01
Butler County, Kansas,66765,2018-07-01
Chase County, Kansas,2629,2018-07-01
Chautauqua County, Kansas,3309,2018-07-01
Cherokee County, Kansas,20015,2018-07-01
Cheyenne County, Kansas,2660,2018-07-01
Clark County, Kansas,2005,2018-07-01
Clay County, Kansas,7997,2018-07-01
Cloud County, Kansas,8729,2018-07-01
Coffey County, Kansas,8233,2018-07-01
Comanche County, Kansas,1748,2018-07-01
Cowley County, Kansas,35218,2018-07-01
Crawford County, Kansas,39019,2018-07-01
Decatur County, Kansas,2871,2018-07-01
Dickinson County, Kansas,18717,2018-07-01
Doniphan County, Kansas,7682,2018-07-01
Douglas County, Kansas,121436,2018-07-01
Edwards County, Kansas,2849,2018-07-01
Elk County, Kansas,2508,2018-07-01
Ellis County, Kansas,28710,2018-07-01
Ellsworth County, Kansas,6196,2018-07-01
Finney County, Kansas,36611,2018-07-01
Ford County, Kansas,33888,2018-07-01
Franklin County, Kansas,25631,2018-07-01
Geary County, Kansas,32594,2018-07-01
Gove County, Kansas,2612,2018-07-01
Graham County, Kansas,2492,2018-07-01
Grant County, Kansas,7336,2018-07-01
Gray County, Kansas,6033,2018-07-01
Greeley County, Kansas,1227,2018-07-01
Greenwood County, Kansas,6055,2018-07-01
Hamilton County, Kansas,2607,2018-07-01
Harper County, Kansas,5506,2018-07-01
Harvey County, Kansas,34210,2018-07-01
Haskell County, Kansas,3997,2018-07-01
Hodgeman County, Kansas,1818,2018-07-01
Jackson County, Kansas,13280,2018-07-01
Jefferson County, Kansas,18975,2018-07-01
Jewell County, Kansas,2841,2018-07-01
Johnson County, Kansas,597555,2018-07-01
Kearny County, Kansas,3943,2018-07-01
Kingman County, Kansas,7310,2018-07-01
Kiowa County, Kansas,2516,2018-07-01
Labette County, Kansas,19964,2018-07-01
Lane County, Kansas,1560,2018-07-01
Leavenworth County, Kansas,81352,2018-07-01
Lincoln County, Kansas,3023,2018-07-01
Linn County, Kansas,9750,2018-07-01
Logan County, Kansas,2844,2018-07-01
Lyon County, Kansas,33406,2018-07-01
McPherson County, Kansas,28537,2018-07-01
Marion County, Kansas,11950,2018-07-01
Marshall County, Kansas,9722,2018-07-01
Meade County, Kansas,4146,2018-07-01
Miami County, Kansas,33680,2018-07-01
Mitchell County, Kansas,6150,2018-07-01
Montgomery County, Kansas,32120,2018-07-01
Morris County, Kansas,5521,2018-07-01
Morton County, Kansas,2667,2018-07-01
Nemaha County, Kansas,10155,2018-07-01
Neosho County, Kansas,15951,2018-07-01
Ness County, Kansas,2840,2018-07-01
Norton County, Kansas,5430,2018-07-01
Osage County, Kansas,15941,2018-07-01
Osborne County, Kansas,3475,2018-07-01
Ottawa County, Kansas,5802,2018-07-01
Pawnee County, Kansas,6562,2018-07-01
Phillips County, Kansas,5317,2018-07-01
Pottawatomie County, Kansas,24277,2018-07-01
Pratt County, Kansas,9378,2018-07-01
Rawlins County, Kansas,2508,2018-07-01
Reno County, Kansas,62342,2018-07-01
Republic County, Kansas,4664,2018-07-01
Rice County, Kansas,9531,2018-07-01
Riley County, Kansas,73703,2018-07-01
Rooks County, Kansas,5013,2018-07-01
Rush County, Kansas,3093,2018-07-01
Russell County, Kansas,6907,2018-07-01
Saline County, Kansas,54401,2018-07-01
Scott County, Kansas,4897,2018-07-01
Sedgwick County, Kansas,513607,2018-07-01
Seward County, Kansas,21780,2018-07-01
Shawnee County, Kansas,177499,2018-07-01
Sheridan County, Kansas,2533,2018-07-01
Sherman County, Kansas,5899,2018-07-01
Smith County, Kansas,3603,2018-07-01
Stafford County, Kansas,4178,2018-07-01
Stanton County, Kansas,1987,2018-07-01
Stevens County, Kansas,5559,2018-07-01
Sumner County, Kansas,22996,2018-07-01
Thomas County, Kansas,7711,2018-07-01
Trego County, Kansas,2793,2018-07-01
Wabaunsee County, Kansas,6899,2018-07-01
Wallace County, Kansas,1503,2018-07-01
Washington County, Kansas,5420,2018-07-01
Wichita County, Kansas,2105,2018-07-01
Wilson County, Kansas,8665,2018-07-01
Woodson County, Kansas,3183,2018-07-01
Wyandotte County, Kansas,165324,2018-07-01
Adair County, Kentucky,19215,2018-07-01
Allen County, Kentucky,21122,2018-07-01
Anderson County, Kentucky,22663,2018-07-01
Ballard County, Kentucky,7979,2018-07-01
Barren County, Kentucky,44176,2018-07-01
Bath County, Kentucky,12383,2018-07-01
Bell County, Kentucky,26569,2018-07-01
Boone County, Kentucky,131533,2018-07-01
Bourbon County, Kentucky,20184,2018-07-01
Boyd County, Kentucky,47240,2018-07-01
Boyle County, Kentucky,30100,2018-07-01
Bracken County, Kentucky,8239,2018-07-01
Breathitt County, Kentucky,12726,2018-07-01
Breckinridge County, Kentucky,20388,2018-07-01
Bullitt County, Kentucky,81069,2018-07-01
Butler County, Kentucky,12772,2018-07-01
Caldwell County, Kentucky,12715,2018-07-01
Calloway County, Kentucky,39135,2018-07-01
Campbell County, Kentucky,93152,2018-07-01
Carlisle County, Kentucky,4771,2018-07-01
Carroll County, Kentucky,10737,2018-07-01
Carter County, Kentucky,27004,2018-07-01
Casey County, Kentucky,15888,2018-07-01
Christian County, Kentucky,71671,2018-07-01
Clark County, Kentucky,36249,2018-07-01
Clay County, Kentucky,20105,2018-07-01
Clinton County, Kentucky,10206,2018-07-01
Crittenden County, Kentucky,8915,2018-07-01
Cumberland County, Kentucky,6659,2018-07-01
Daviess County, Kentucky,101104,2018-07-01
Edmonson County, Kentucky,12274,2018-07-01
Elliott County, Kentucky,7508,2018-07-01
Estill County, Kentucky,14198,2018-07-01
Fayette County, Kentucky,323780,2018-07-01
Fleming County, Kentucky,14432,2018-07-01
Floyd County, Kentucky,35845,2018-07-01
Franklin County, Kentucky,50815,2018-07-01
Fulton County, Kentucky,6120,2018-07-01
Gallatin County, Kentucky,8832,2018-07-01
Garrard County, Kentucky,17560,2018-07-01
Grant County, Kentucky,25121,2018-07-01
Graves County, Kentucky,37317,2018-07-01
Grayson County, Kentucky,26321,2018-07-01
Green County, Kentucky,11049,2018-07-01
Greenup County, Kentucky,35268,2018-07-01
Hancock County, Kentucky,8758,2018-07-01
Hardin County, Kentucky,110356,2018-07-01
Harlan County, Kentucky,26409,2018-07-01
Harrison County, Kentucky,18778,2018-07-01
Hart County, Kentucky,18906,2018-07-01
Henderson County, Kentucky,45591,2018-07-01
Henry County, Kentucky,16106,2018-07-01
Hickman County, Kentucky,4421,2018-07-01
Hopkins County, Kentucky,45068,2018-07-01
Jackson County, Kentucky,13442,2018-07-01
Jefferson County, Kentucky,770517,2018-07-01
Jessamine County, Kentucky,53920,2018-07-01
Johnson County, Kentucky,22386,2018-07-01
Kenton County, Kentucky,166051,2018-07-01
Knott County, Kentucky,15126,2018-07-01
Knox County, Kentucky,31304,2018-07-01
Larue County, Kentucky,14307,2018-07-01
Laurel County, Kentucky,60669,2018-07-01
Lawrence County, Kentucky,15571,2018-07-01
Lee County, Kentucky,7033,2018-07-01
Leslie County, Kentucky,10143,2018-07-01
Letcher County, Kentucky,21899,2018-07-01
Lewis County, Kentucky,13257,2018-07-01
Lincoln County, Kentucky,24644,2018-07-01
Livingston County, Kentucky,9242,2018-07-01
Logan County, Kentucky,26989,2018-07-01
Lyon County, Kentucky,8009,2018-07-01
McCracken County, Kentucky,65346,2018-07-01
McCreary County, Kentucky,17408,2018-07-01
McLean County, Kentucky,9252,2018-07-01
Madison County, Kentucky,92368,2018-07-01
Magoffin County, Kentucky,12362,2018-07-01
Marion County, Kentucky,19404,2018-07-01
Marshall County, Kentucky,31191,2018-07-01
Martin County, Kentucky,11323,2018-07-01
Mason County, Kentucky,17150,2018-07-01
Meade County, Kentucky,28715,2018-07-01
Menifee County, Kentucky,6451,2018-07-01
Mercer County, Kentucky,21774,2018-07-01
Metcalfe County, Kentucky,10030,2018-07-01
Monroe County, Kentucky,10718,2018-07-01
Montgomery County, Kentucky,28203,2018-07-01
Morgan County, Kentucky,13345,2018-07-01
Muhlenberg County, Kentucky,30774,2018-07-01
Nelson County, Kentucky,45851,2018-07-01
Nicholas County, Kentucky,7166,2018-07-01
Ohio County, Kentucky,24087,2018-07-01
Oldham County, Kentucky,66470,2018-07-01
Owen County, Kentucky,10880,2018-07-01
Owsley County, Kentucky,4472,2018-07-01
Pendleton County, Kentucky,14529,2018-07-01
Perry County, Kentucky,26092,2018-07-01
Pike County, Kentucky,58402,2018-07-01
Powell County, Kentucky,12442,2018-07-01
Pulaski County, Kentucky,64623,2018-07-01
Robertson County, Kentucky,2135,2018-07-01
Rockcastle County, Kentucky,16750,2018-07-01
Rowan County, Kentucky,24583,2018-07-01
Russell County, Kentucky,17821,2018-07-01
Scott County, Kentucky,56031,2018-07-01
Shelby County, Kentucky,48518,2018-07-01
Simpson County, Kentucky,18529,2018-07-01
Spencer County, Kentucky,18794,2018-07-01
Taylor County, Kentucky,25549,2018-07-01
Todd County, Kentucky,12311,2018-07-01
Trigg County, Kentucky,14643,2018-07-01
Trimble County, Kentucky,8515,2018-07-01
Union County, Kentucky,14505,2018-07-01
Warren County, Kentucky,131264,2018-07-01
Washington County, Kentucky,12084,2018-07-01
Wayne County, Kentucky,20468,2018-07-01
Webster County, Kentucky,13111,2018-07-01
Whitley County, Kentucky,36242,2018-07-01
Wolfe County, Kentucky,7177,2018-07-01
Woodford County, Kentucky,26533,2018-07-01
Acadia Parish, Louisiana,62190,2018-07-01
Allen Parish, Louisiana,25605,2018-07-01
Ascension Parish, Louisiana,124672,2018-07-01
Assumption Parish, Louisiana,22300,2018-07-01
Avoyelles Parish, Louisiana,40462,2018-07-01
Beauregard Parish, Louisiana,37253,2018-07-01
Bienville Parish, Louisiana,13308,2018-07-01
Bossier Parish, Louisiana,127185,2018-07-01
Caddo Parish, Louisiana,242922,2018-07-01
Calcasieu Parish, Louisiana,203112,2018-07-01
Caldwell Parish, Louisiana,9960,2018-07-01
Cameron Parish, Louisiana,6968,2018-07-01
Catahoula Parish, Louisiana,9608,2018-07-01
Claiborne Parish, Louisiana,15944,2018-07-01
Concordia Parish, Louisiana,19572,2018-07-01
De Soto Parish, Louisiana,27436,2018-07-01
East Baton Rouge Parish, Louisiana,440956,2018-07-01
East Carroll Parish, Louisiana,7037,2018-07-01
East Feliciana Parish, Louisiana,19305,2018-07-01
Evangeline Parish, Louisiana,33443,2018-07-01
Franklin Parish, Louisiana,20156,2018-07-01
Grant Parish, Louisiana,22482,2018-07-01
Iberia Parish, Louisiana,70941,2018-07-01
Iberville Parish, Louisiana,32721,2018-07-01
Jackson Parish, Louisiana,15902,2018-07-01
Jefferson Parish, Louisiana,434051,2018-07-01
Jefferson Davis Parish, Louisiana,31582,2018-07-01
Lafayette Parish, Louisiana,242782,2018-07-01
Lafourche Parish, Louisiana,98115,2018-07-01
LaSalle Parish, Louisiana,14917,2018-07-01
Lincoln Parish, Louisiana,47196,2018-07-01
Livingston Parish, Louisiana,139567,2018-07-01
Madison Parish, Louisiana,11161,2018-07-01
Morehouse Parish, Louisiana,25398,2018-07-01
Natchitoches Parish, Louisiana,38659,2018-07-01
Orleans Parish, Louisiana,391006,2018-07-01
Ouachita Parish, Louisiana,154475,2018-07-01
Plaquemines Parish, Louisiana,23410,2018-07-01
Pointe Coupee Parish, Louisiana,21940,2018-07-01
Rapides Parish, Louisiana,130562,2018-07-01
Red River Parish, Louisiana,8477,2018-07-01
Richland Parish, Louisiana,20192,2018-07-01
Sabine Parish, Louisiana,24032,2018-07-01
St. Bernard Parish, Louisiana,46721,2018-07-01
St. Charles Parish, Louisiana,52879,2018-07-01
St. Helena Parish, Louisiana,10262,2018-07-01
St. James Parish, Louisiana,21037,2018-07-01
St. John the Baptist Parish, Louisiana,43184,2018-07-01
St. Landry Parish, Louisiana,82764,2018-07-01
St. Martin Parish, Louisiana,53621,2018-07-01
St. Mary Parish, Louisiana,49774,2018-07-01
St. Tammany Parish, Louisiana,258111,2018-07-01
Tangipahoa Parish, Louisiana,133777,2018-07-01
Tensas Parish, Louisiana,4462,2018-07-01
Terrebonne Parish, Louisiana,111021,2018-07-01
Union Parish, Louisiana,22330,2018-07-01
Vermilion Parish, Louisiana,59830,2018-07-01
Vernon Parish, Louisiana,48860,2018-07-01
Washington Parish, Louisiana,46582,2018-07-01
Webster Parish, Louisiana,38798,2018-07-01
West Baton Rouge Parish, Louisiana,26427,2018-07-01
West Carroll Parish, Louisiana,10982,2018-07-01
West Feliciana Parish, Louisiana,15460,2018-07-01
Winn Parish, Louisiana,14134,2018-07-01
Androscoggin County, Maine,107679,2018-07-01
Aroostook County, Maine,67111,2018-07-01
Cumberland County, Maine,293557,2018-07-01
Franklin County, Maine,29897,2018-07-01
Hancock County, Maine,54811,2018-07-01
Kennebec County, Maine,122083,2018-07-01
Knox County, Maine,39771,2018-07-01
Lincoln County, Maine,34342,2018-07-01
Oxford County, Maine,57618,2018-07-01
Penobscot County, Maine,151096,2018-07-01
Piscataquis County, Maine,16800,2018-07-01
Sagadahoc County, Maine,35634,2018-07-01
Somerset County, Maine,50592,2018-07-01
Waldo County, Maine,39694,2018-07-01
Washington County, Maine,31490,2018-07-01
York County, Maine,206229,2018-07-01
Allegany County, Maryland,70975,2018-07-01
Anne Arundel County, Maryland,576031,2018-07-01
Baltimore County, Maryland,828431,2018-07-01
Calvert County, Maryland,92003,2018-07-01
Caroline County, Maryland,33304,2018-07-01
Carroll County, Maryland,168429,2018-07-01
Cecil County, Maryland,102826,2018-07-01
Charles County, Maryland,161503,2018-07-01
Dorchester County, Maryland,31998,2018-07-01
Frederick County, Maryland,255648,2018-07-01
Garrett County, Maryland,29163,2018-07-01
Harford County, Maryland,253956,2018-07-01
Howard County, Maryland,323196,2018-07-01
Kent County, Maryland,19383,2018-07-01
Montgomery County, Maryland,1052567,2018-07-01
Prince George's County, Maryland,909308,2018-07-01
Queen Anne's County, Maryland,50251,2018-07-01
St. Mary's County, Maryland,112664,2018-07-01
Somerset County, Maryland,25675,2018-07-01
Talbot County, Maryland,36968,2018-07-01
Washington County, Maryland,150926,2018-07-01
Wicomico County, Maryland,103195,2018-07-01
Worcester County, Maryland,51823,2018-07-01
Baltimore city, Maryland,602495,2018-07-01
Barnstable County, Massachusetts,213413,2018-07-01
Berkshire County, Massachusetts,126348,2018-07-01
Bristol County, Massachusetts,564022,2018-07-01
Dukes County, Massachusetts,17352,2018-07-01
Essex County, Massachusetts,790638,2018-07-01
Franklin County, Massachusetts,70963,2018-07-01
Hampden County, Massachusetts,470406,2018-07-01
Hampshire County, Massachusetts,161355,2018-07-01
Middlesex County, Massachusetts,1614714,2018-07-01
Nantucket County, Massachusetts,11327,2018-07-01
Norfolk County, Massachusetts,705388,2018-07-01
Plymouth County, Massachusetts,518132,2018-07-01
Suffolk County, Massachusetts,807252,2018-07-01
Worcester County, Massachusetts,830839,2018-07-01
Alcona County, Michigan,10362,2018-07-01
Alger County, Michigan,9097,2018-07-01
Allegan County, Michigan,117327,2018-07-01
Alpena County, Michigan,28360,2018-07-01
Antrim County, Michigan,23365,2018-07-01
Arenac County, Michigan,15041,2018-07-01
Baraga County, Michigan,8320,2018-07-01
Barry County, Michigan,61157,2018-07-01
Bay County, Michigan,103923,2018-07-01
Benzie County, Michigan,17753,2018-07-01
Berrien County, Michigan,154141,2018-07-01
Branch County, Michigan,43622,2018-07-01
Calhoun County, Michigan,134487,2018-07-01
Cass County, Michigan,51653,2018-07-01
Charlevoix County, Michigan,26244,2018-07-01
Cheboygan County, Michigan,25413,2018-07-01
Chippewa County, Michigan,37517,2018-07-01
Clare County, Michigan,30757,2018-07-01
Clinton County, Michigan,79332,2018-07-01
Crawford County, Michigan,13901,2018-07-01
Delta County, Michigan,35857,2018-07-01
Dickinson County, Michigan,25383,2018-07-01
Eaton County, Michigan,109826,2018-07-01
Emmet County, Michigan,33308,2018-07-01
Genesee County, Michigan,406892,2018-07-01
Gladwin County, Michigan,25337,2018-07-01
Gogebic County, Michigan,15096,2018-07-01
Grand Traverse County, Michigan,92573,2018-07-01
Gratiot County, Michigan,40599,2018-07-01
Hillsdale County, Michigan,45749,2018-07-01
Houghton County, Michigan,36219,2018-07-01
Huron County, Michigan,31166,2018-07-01
Ingham County, Michigan,292735,2018-07-01
Ionia County, Michigan,64210,2018-07-01
Iosco County, Michigan,25081,2018-07-01
Iron County, Michigan,11117,2018-07-01
Isabella County, Michigan,70562,2018-07-01
Jackson County, Michigan,158823,2018-07-01
Kalamazoo County, Michigan,264870,2018-07-01
Kalkaska County, Michigan,17824,2018-07-01
Kent County, Michigan,653786,2018-07-01
Keweenaw County, Michigan,2113,2018-07-01
Lake County, Michigan,11881,2018-07-01
Lapeer County, Michigan,88028,2018-07-01
Leelanau County, Michigan,21764,2018-07-01
Lenawee County, Michigan,98266,2018-07-01
Livingston County, Michigan,191224,2018-07-01
Luce County, Michigan,6283,2018-07-01
Mackinac County, Michigan,10787,2018-07-01
Macomb County, Michigan,874759,2018-07-01
Manistee County, Michigan,24528,2018-07-01
Marquette County, Michigan,66516,2018-07-01
Mason County, Michigan,29100,2018-07-01
Mecosta County, Michigan,43545,2018-07-01
Menominee County, Michigan,22983,2018-07-01
Midland County, Michigan,83209,2018-07-01
Missaukee County, Michigan,15113,2018-07-01
Monroe County, Michigan,150439,2018-07-01
Montcalm County, Michigan,63968,2018-07-01
Montmorency County, Michigan,9265,2018-07-01
Muskegon County, Michigan,173588,2018-07-01
Newaygo County, Michigan,48892,2018-07-01
Oakland County, Michigan,1259201,2018-07-01
Oceana County, Michigan,26625,2018-07-01
Ogemaw County, Michigan,20952,2018-07-01
Ontonagon County, Michigan,5795,2018-07-01
Osceola County, Michigan,23341,2018-07-01
Oscoda County, Michigan,8276,2018-07-01
Otsego County, Michigan,24665,2018-07-01
Ottawa County, Michigan,290494,2018-07-01
Presque Isle County, Michigan,12738,2018-07-01
Roscommon County, Michigan,23884,2018-07-01
Saginaw County, Michigan,190800,2018-07-01
St. Clair County, Michigan,159337,2018-07-01
St. Joseph County, Michigan,61043,2018-07-01
Sanilac County, Michigan,41182,2018-07-01
Schoolcraft County, Michigan,8068,2018-07-01
