COUNTY,STATE,POPULATION,DATE
Pasquotank County, North Carolina,39639,2018-07-01
Pender County, North Carolina,62162,2018-07-01
Perquimans County, North Carolina,13422,2018-07-01
Person County, North Carolina,39507,2018-07-01
Pitt County, North Carolina,179914,2018-07-01
Polk County, North Carolina,20611,2018-07-01
Randolph County, North Carolina,143351,2018-07-01
Richmond County, North Carolina,44887,2018-07-01
Robeson County, North Carolina,131831,2018-07-01
Rockingham County, North Carolina,90690,2018-07-01
Rowan County, North Carolina,141262,2018-07-01
Rutherford County, North Carolina,66826,2018-07-01
Sampson County, North Carolina,63626,2018-07-01
Scotland County, North Carolina,34810,2018-07-01
Stanly County, North Carolina,62075,2018-07-01
Stokes County, North Carolina,45467,2018-07-01
Surry County, North Carolina,71948,2018-07-01
Swain County, North Carolina,14245,2018-07-01
Transylvania County, North Carolina,34215,2018-07-01
Tyrrell County, North Carolina,4131,2018-07-01
Union County, North Carolina,235908,2018-07-01
Vance County, North Carolina,44582,2018-07-01
Wake County, North Carolina,1092305,2018-07-01
Warren County, North Carolina,19807,2018-07-01
Washington County, North Carolina,11859,2018-07-01
Watauga County, North Carolina,55945,2018-07-01
Wayne County, North Carolina,123248,2018-07-01
Wilkes County, North Carolina,68557,2018-07-01
Wilson County, North Carolina,81455,2018-07-01
Yadkin County, North Carolina,37543,2018-07-01
Yancey County, North Carolina,17903,2018-07-01
Adams County, North Dakota,2294,2018-07-01
Barnes County, North Dakota,10542,2018-07-01
Benson County, North Dakota,6962,2018-07-01
Billings County, North Dakota,919,2018-07-01
Bottineau County, North Dakota,6411,2018-07-01
Bowman County, North Dakota,3076,2018-07-01
Burke County, North Dakota,2100,2018-07-01
Burleigh County, North Dakota,95273,2018-07-01
Cass County, North Dakota,181516,2018-07-01
Cavalier County, North Dakota,3829,2018-07-01
Dickey County, North Dakota,4903,2018-07-01
Divide County, North Dakota,2283,2018-07-01
Dunn County, North Dakota,4332,2018-07-01
Eddy County, North Dakota,2313,2018-07-01
Emmons County, North Dakota,3295,2018-07-01
Foster County, North Dakota,3216,2018-07-01
Golden Valley County, North Dakota,1769,2018-07-01
Grand Forks County, North Dakota,70770,2018-07-01
Grant County, North Dakota,2374,2018-07-01
Griggs County, North Dakota,2232,2018-07-01
Hettinger County, North Dakota,2514,2018-07-01
Kidder County, North Dakota,2450,2018-07-01
LaMoure County, North Dakota,4062,2018-07-01
Logan County, North Dakota,1903,2018-07-01
McHenry County, North Dakota,5816,2018-07-01
McIntosh County, North Dakota,2585,2018-07-01
McKenzie County, North Dakota,13632,2018-07-01
McLean County, North Dakota,9541,2018-07-01
Mercer County, North Dakota,8267,2018-07-01
Morton County, North Dakota,31095,2018-07-01
Mountrail County, North Dakota,10218,2018-07-01
Nelson County, North Dakota,2869,2018-07-01
Oliver County, North Dakota,1952,2018-07-01
Pembina County, North Dakota,6947,2018-07-01
Pierce County, North Dakota,4081,2018-07-01
Ramsey County, North Dakota,11481,2018-07-01
Ransom County, North Dakota,5237,2018-07-01
Renville County, North Dakota,2374,2018-07-01
Richland County, North Dakota,16239,2018-07-01
Rolette County, North Dakota,14301,2018-07-01
Sargent County, North Dakota,3870,2018-07-01
Sheridan County, North Dakota,1349,2018-07-01
Sioux County, North Dakota,4358,2018-07-01
Slope County, North Dakota,763,2018-07-01
Stark County, North Dakota,30997,2018-07-01
Steele County, North Dakota,1903,2018-07-01
Stutsman County, North Dakota,20917,2018-07-01
Towner County, North Dakota,2192,2018-07-01
Traill County, North Dakota,8037,2018-07-01
Walsh County, North Dakota,10667,2018-07-01
Ward County, North Dakota,67744,2018-07-01
Wells County, North Dakota,3957,2018-07-01
Williams County, North Dakota,35350,2018-07-01
Adams County, Ohio,27724,2018-07-01
Allen County, Ohio,102663,2018-07-01
Ashland County, Ohio,53745,2018-07-01
Ashtabula County, Ohio,97493,2018-07-01
Athens County, Ohio,65818,2018-07-01
Auglaize County, Ohio,45804,2018-07-01
Belmont County, Ohio,67505,2018-07-01
Brown County, Ohio,43602,2018-07-01
Butler County, Ohio,382378,2018-07-01
Carroll County, Ohio,27081,2018-07-01
Champaign County, Ohio,38754,2018-07-01
Clark County, Ohio,134585,2018-07-01
Clermont County, Ohio,205466,2018-07-01
Clinton County, Ohio,42057,2018-07-01
Columbiana County, Ohio,102665,2018-07-01
Coshocton County, Ohio,36629,2018-07-01
Crawford County, Ohio,41550,2018-07-01
Cuyahoga County, Ohio,1243857,2018-07-01
Darke County, Ohio,51323,2018-07-01
Defiance County, Ohio,38165,2018-07-01
Delaware County, Ohio,204826,2018-07-01
Erie County, Ohio,74615,2018-07-01
Fairfield County, Ohio,155782,2018-07-01
Fayette County, Ohio,28666,2018-07-01
Franklin County, Ohio,1310300,2018-07-01
Fulton County, Ohio,42276,2018-07-01
Gallia County, Ohio,29979,2018-07-01
Geauga County, Ohio,94031,2018-07-01
Greene County, Ohio,167995,2018-07-01
Guernsey County, Ohio,39022,2018-07-01
Hamilton County, Ohio,816684,2018-07-01
Hancock County, Ohio,75930,2018-07-01
Hardin County, Ohio,31480,2018-07-01
Harrison County, Ohio,15174,2018-07-01
Henry County, Ohio,27086,2018-07-01
Highland County, Ohio,43058,2018-07-01
Hocking County, Ohio,28385,2018-07-01
Holmes County, Ohio,43892,2018-07-01
Huron County, Ohio,58504,2018-07-01
Jackson County, Ohio,32384,2018-07-01
Jefferson County, Ohio,65767,2018-07-01
Knox County, Ohio,61893,2018-07-01
Lake County, Ohio,230514,2018-07-01
Lawrence County, Ohio,59866,2018-07-01
Licking County, Ohio,175769,2018-07-01
Logan County, Ohio,45358,2018-07-01
Lorain County, Ohio,309461,2018-07-01
Lucas County, Ohio,429899,2018-07-01
Madison County, Ohio,44413,2018-07-01
Mahoning County, Ohio,229642,2018-07-01
Marion County, Ohio,65256,2018-07-01
Medina County, Ohio,179146,2018-07-01
Meigs County, Ohio,23106,2018-07-01
Mercer County, Ohio,40959,2018-07-01
Miami County, Ohio,106222,2018-07-01
Monroe County, Ohio,13790,2018-07-01
Montgomery County, Ohio,532331,2018-07-01
Morgan County, Ohio,14604,2018-07-01
Morrow County, Ohio,35112,2018-07-01
Muskingum County, Ohio,86183,2018-07-01
Noble County, Ohio,14354,2018-07-01
Ottawa County, Ohio,40769,2018-07-01
Paulding County, Ohio,18760,2018-07-01
Perry County, Ohio,36033,2018-07-01
Pickaway County, Ohio,58086,2018-07-01
Pike County, Ohio,28067,2018-07-01
Portage County, Ohio,162927,2018-07-01
Preble County, Ohio,40997,2018-07-01
Putnam County, Ohio,33780,2018-07-01
Richland County, Ohio,121099,2018-07-01
Ross County, Ohio,76931,2018-07-01
Sandusky County, Ohio,58799,2018-07-01
Scioto County, Ohio,75502,2018-07-01
Seneca County, Ohio,55207,2018-07-01
Shelby County, Ohio,48627,2018-07-01
Stark County, Ohio,371574,2018-07-01
Summit County, Ohio,541918,2018-07-01
Trumbull County, Ohio,198627,2018-07-01
Tuscarawas County, Ohio,92176,2018-07-01
Union County, Ohio,57835,2018-07-01
Van Wert County, Ohio,28281,2018-07-01
Vinton County, Ohio,13139,2018-07-01
Warren County, Ohio,232173,2018-07-01
Washington County, Ohio,60155,2018-07-01
Wayne County, Ohio,115967,2018-07-01
Williams County, Ohio,36804,2018-07-01
Wood County, Ohio,130696,2018-07-01
Wyandot County, Ohio,21935,2018-07-01
Adair County, Oklahoma,22082,2018-07-01
Alfalfa County, Oklahoma,5754,2018-07-01
Atoka County, Oklahoma,13838,2018-07-01
Beaver County, Oklahoma,5319,2018-07-01
Beckham County, Oklahoma,21709,2018-07-01
Blaine County, Oklahoma,9485,2018-07-01
Bryan County, Oklahoma,47192,2018-07-01
Caddo County, Oklahoma,28977,2018-07-01
Canadian County, Oklahoma,144447,2018-07-01
Carter County, Oklahoma,48177,2018-07-01
Cherokee County, Oklahoma,48675,2018-07-01
Choctaw County, Oklahoma,14668,2018-07-01
Cimarron County, Oklahoma,2153,2018-07-01
Cleveland County, Oklahoma,281669,2018-07-01
Coal County, Oklahoma,5520,2018-07-01
Comanche County, Oklahoma,120422,2018-07-01
Cotton County, Oklahoma,5776,2018-07-01
Craig County, Oklahoma,14306,2018-07-01
Creek County, Oklahoma,71604,2018-07-01
Custer County, Oklahoma,29036,2018-07-01
Delaware County, Oklahoma,42733,2018-07-01
Dewey County, Oklahoma,4894,2018-07-01
Ellis County, Oklahoma,3952,2018-07-01
Garfield County, Oklahoma,60913,2018-07-01
Garvin County, Oklahoma,27811,2018-07-01
Grady County, Oklahoma,55551,2018-07-01
Grant County, Oklahoma,4326,2018-07-01
Greer County, Oklahoma,5821,2018-07-01
Harmon County, Oklahoma,2664,2018-07-01
Harper County, Oklahoma,3797,2018-07-01
Haskell County, Oklahoma,12668,2018-07-01
Hughes County, Oklahoma,13335,2018-07-01
Jackson County, Oklahoma,24949,2018-07-01
Jefferson County, Oklahoma,6123,2018-07-01
Johnston County, Oklahoma,10949,2018-07-01
Kay County, Oklahoma,44161,2018-07-01
Kingfisher County, Oklahoma,15816,2018-07-01
Kiowa County, Oklahoma,8729,2018-07-01
Latimer County, Oklahoma,10231,2018-07-01
Le Flore County, Oklahoma,49980,2018-07-01
Lincoln County, Oklahoma,34920,2018-07-01
Logan County, Oklahoma,47291,2018-07-01
Love County, Oklahoma,10134,2018-07-01
McClain County, Oklahoma,39985,2018-07-01
McCurtain County, Oklahoma,32703,2018-07-01
McIntosh County, Oklahoma,19815,2018-07-01
Major County, Oklahoma,7644,2018-07-01
Marshall County, Oklahoma,16806,2018-07-01
Mayes County, Oklahoma,41107,2018-07-01
Murray County, Oklahoma,13953,2018-07-01
Muskogee County, Oklahoma,68362,2018-07-01
Noble County, Oklahoma,11289,2018-07-01
Nowata County, Oklahoma,10218,2018-07-01
Okfuskee County, Oklahoma,12098,2018-07-01
Oklahoma County, Oklahoma,792582,2018-07-01
Okmulgee County, Oklahoma,38335,2018-07-01
Osage County, Oklahoma,47014,2018-07-01
Ottawa County, Oklahoma,31175,2018-07-01
Pawnee County, Oklahoma,16390,2018-07-01
Payne County, Oklahoma,82040,2018-07-01
Pittsburg County, Oklahoma,43877,2018-07-01
Pontotoc County, Oklahoma,38247,2018-07-01
Pottawatomie County, Oklahoma,72679,2018-07-01
Pushmataha County, Oklahoma,11179,2018-07-01
Roger Mills County, Oklahoma,3656,2018-07-01
Rogers County, Oklahoma,91984,2018-07-01
Seminole County, Oklahoma,24578,2018-07-01
Sequoyah County, Oklahoma,41179,2018-07-01
Stephens County, Oklahoma,43265,2018-07-01
Texas County, Oklahoma,20455,2018-07-01
Tillman County, Oklahoma,7348,2018-07-01
Tulsa County, Oklahoma,648360,2018-07-01
Wagoner County, Oklahoma,80110,2018-07-01
Washington County, Oklahoma,51843,2018-07-01
Washita County, Oklahoma,11127,2018-07-01
Woods County, Oklahoma,8897,2018-07-01
Woodward County, Oklahoma,20222,2018-07-01
Baker County, Oregon,16006,2018-07-01
Benton County, Oregon,92101,2018-07-01
Clackamas County, Oregon,416075,2018-07-01
Clatsop County, Oregon,39764,2018-07-01
Columbia County, Oregon,52377,2018-07-01
Coos County, Oregon,64389,2018-07-01
Crook County, Oregon,23867,2018-07-01
Curry County, Oregon,22813,2018-07-01
Deschutes County, Oregon,191996,2018-07-01
Douglas County, Oregon,110283,2018-07-01
Gilliam County, Oregon,1894,2018-07-01
Grant County, Oregon,7176,2018-07-01
Harney County, Oregon,7329,2018-07-01
Hood River County, Oregon,23428,2018-07-01
Jackson County, Oregon,219564,2018-07-01
Jefferson County, Oregon,24192,2018-07-01
Josephine County, Oregon,87393,2018-07-01
Klamath County, Oregon,67653,2018-07-01
Lake County, Oregon,7879,2018-07-01
Lane County, Oregon,379611,2018-07-01
Lincoln County, Oregon,49388,2018-07-01
Linn County, Oregon,127335,2018-07-01
Malheur County, Oregon,30725,2018-07-01
Marion County, Oregon,346868,2018-07-01
Morrow County, Oregon,11372,2018-07-01
Multnomah County, Oregon,811880,2018-07-01
Polk County, Oregon,85234,2018-07-01
Sherman County, Oregon,1708,2018-07-01
Tillamook County, Oregon,26787,2018-07-01
Umatilla County, Oregon,77516,2018-07-01
Union County, Oregon,26461,2018-07-01
Wallowa County, Oregon,7081,2018-07-01
Wasco County, Oregon,26505,2018-07-01
Washington County, Oregon,597695,2018-07-01
Wheeler County, Oregon,1366,2018-07-01
Yamhill County, Oregon,107002,2018-07-01
Adams County, Pennsylvania,102811,2018-07-01
Allegheny County, Pennsylvania,1218452,2018-07-01
Armstrong County, Pennsylvania,65263,2018-07-01
Beaver County, Pennsylvania,164742,2018-07-01
Bedford County, Pennsylvania,48176,2018-07-01
Berks County, Pennsylvania,420152,2018-07-01
Blair County, Pennsylvania,122492,2018-07-01
Bradford County, Pennsylvania,60833,2018-07-01
Bucks County, Pennsylvania,628195,2018-07-01
Butler County, Pennsylvania,187888,2018-07-01
Cambria County, Pennsylvania,131730,2018-07-01
Cameron County, Pennsylvania,4492,2018-07-01
Carbon County, Pennsylvania,64227,2018-07-01
Centre County, Pennsylvania,162805,2018-07-01
Chester County, Pennsylvania,522046,2018-07-01
Clarion County, Pennsylvania,38779,2018-07-01
Clearfield County, Pennsylvania,79388,2018-07-01
Clinton County, Pennsylvania,38684,2018-07-01
Columbia County, Pennsylvania,65456,2018-07-01
Crawford County, Pennsylvania,85063,2018-07-01
Cumberland County, Pennsylvania,251423,2018-07-01
Dauphin County, Pennsylvania,277097,2018-07-01
Delaware County, Pennsylvania,564751,2018-07-01
Elk County, Pennsylvania,30169,2018-07-01
Erie County, Pennsylvania,272061,2018-07-01
Fayette County, Pennsylvania,130441,2018-07-01
Forest County, Pennsylvania,7279,2018-07-01
Franklin County, Pennsylvania,154835,2018-07-01
Fulton County, Pennsylvania,14523,2018-07-01
Greene County, Pennsylvania,36506,2018-07-01
Huntingdon County, Pennsylvania,45168,2018-07-01
Indiana County, Pennsylvania,84501,2018-07-01
Jefferson County, Pennsylvania,43641,2018-07-01
Juniata County, Pennsylvania,24704,2018-07-01
Lackawanna County, Pennsylvania,210793,2018-07-01
Lancaster County, Pennsylvania,543557,2018-07-01
Lawrence County, Pennsylvania,86184,2018-07-01
Lebanon County, Pennsylvania,141314,2018-07-01
Lehigh County, Pennsylvania,368100,2018-07-01
Luzerne County, Pennsylvania,317646,2018-07-01
Lycoming County, Pennsylvania,113664,2018-07-01
McKean County, Pennsylvania,40968,2018-07-01
Mercer County, Pennsylvania,110683,2018-07-01
Mifflin County, Pennsylvania,46222,2018-07-01
Monroe County, Pennsylvania,169507,2018-07-01
Montgomery County, Pennsylvania,828604,2018-07-01
Montour County, Pennsylvania,18240,2018-07-01
Northampton County, Pennsylvania,304807,2018-07-01
Northumberland County, Pennsylvania,91083,2018-07-01
Perry County, Pennsylvania,46139,2018-07-01
Philadelphia County, Pennsylvania,1584138,2018-07-01
Pike County, Pennsylvania,55933,2018-07-01
Potter County, Pennsylvania,16622,2018-07-01
Schuylkill County, Pennsylvania,142067,2018-07-01
Snyder County, Pennsylvania,40540,2018-07-01
Somerset County, Pennsylvania,73952,2018-07-01
Sullivan County, Pennsylvania,6071,2018-07-01
Susquehanna County, Pennsylvania,40589,2018-07-01
Tioga County, Pennsylvania,40763,2018-07-01
Union County, Pennsylvania,44785,2018-07-01
Venango County, Pennsylvania,51266,2018-07-01
Warren County, Pennsylvania,39498,2018-07-01
Washington County, Pennsylvania,207346,2018-07-01
Wayne County, Pennsylvania,51276,2018-07-01
Westmoreland County, Pennsylvania,350611,2018-07-01
Wyoming County, Pennsylvania,27046,2018-07-01
York County, Pennsylvania,448273,2018-07-01
Bristol County, Rhode Island,48649,2018-07-01
Kent County, Rhode Island,163861,2018-07-01
Newport County, Rhode Island,82542,2018-07-01
Providence County, Rhode Island,636084,2018-07-01
Washington County, Rhode Island,126179,2018-07-01
Abbeville County, South Carolina,24541,2018-07-01
Aiken County, South Carolina,169401,2018-07-01
Allendale County, South Carolina,8903,2018-07-01
Anderson County, South Carolina,200482,2018-07-01
Bamberg County, South Carolina,14275,2018-07-01
Barnwell County, South Carolina,21112,2018-07-01
Beaufort County, South Carolina,188715,2018-07-01
Berkeley County, South Carolina,221091,2018-07-01
Calhoun County, South Carolina,14520,2018-07-01
Charleston County, South Carolina,405905,2018-07-01
Cherokee County, South Carolina,57078,2018-07-01
Chester County, South Carolina,32251,2018-07-01
Chesterfield County, South Carolina,45754,2018-07-01
Clarendon County, South Carolina,33700,2018-07-01
Colleton County, South Carolina,37660,2018-07-01
Darlington County, South Carolina,66802,2018-07-01
Dillon County, South Carolina,30599,2018-07-01
Dorchester County, South Carolina,160647,2018-07-01
Edgefield County, South Carolina,27052,2018-07-01
Fairfield County, South Carolina,22402,2018-07-01
Florence County, South Carolina,138159,2018-07-01
Georgetown County, South Carolina,62249,2018-07-01
Greenville County, South Carolina,514213,2018-07-01
Greenwood County, South Carolina,70741,2018-07-01
Hampton County, South Carolina,19351,2018-07-01
Horry County, South Carolina,344147,2018-07-01
Jasper County, South Carolina,28971,2018-07-01
Kershaw County, South Carolina,65592,2018-07-01
Lancaster County, South Carolina,95380,2018-07-01
Laurens County, South Carolina,66994,2018-07-01
Lee County, South Carolina,17142,2018-07-01
Lexington County, South Carolina,295032,2018-07-01
McCormick County, South Carolina,9410,2018-07-01
Marion County, South Carolina,31039,2018-07-01
Marlboro County, South Carolina,26398,2018-07-01
Newberry County, South Carolina,38520,2018-07-01
Oconee County, South Carolina,78374,2018-07-01
Orangeburg County, South Carolina,86934,2018-07-01
Pickens County, South Carolina,124937,2018-07-01
Richland County, South Carolina,414576,2018-07-01
Saluda County, South Carolina,20544,2018-07-01
Spartanburg County, South Carolina,313888,2018-07-01
Sumter County, South Carolina,106512,2018-07-01
Union County, South Carolina,27410,2018-07-01
Williamsburg County, South Carolina,30606,2018-07-01
York County, South Carolina,274118,2018-07-01
Aurora County, South Dakota,2801,2018-07-01
Beadle County, South Dakota,18883,2018-07-01
Bennett County, South Dakota,3468,2018-07-01
Bon Homme County, South Dakota,6980,2018-07-01
Brookings County, South Dakota,35232,2018-07-01
Brown County, South Dakota,39316,2018-07-01
Brule County, South Dakota,5229,2018-07-01
Buffalo County, South Dakota,2036,2018-07-01
Butte County, South Dakota,10222,2018-07-01
Campbell County, South Dakota,1377,2018-07-01
Charles Mix County, South Dakota,9338,2018-07-01
Clark County, South Dakota,3739,2018-07-01
Clay County, South Dakota,14041,2018-07-01
Codington County, South Dakota,28015,2018-07-01
Corson County, South Dakota,4165,2018-07-01
Custer County, South Dakota,8726,2018-07-01
Davison County, South Dakota,19790,2018-07-01
Day County, South Dakota,5505,2018-07-01
Deuel County, South Dakota,4337,2018-07-01
Dewey County, South Dakota,5904,2018-07-01
Douglas County, South Dakota,2935,2018-07-01
Edmunds County, South Dakota,3875,2018-07-01
Fall River County, South Dakota,6758,2018-07-01
Faulk County, South Dakota,2330,2018-07-01
Grant County, South Dakota,7147,2018-07-01
Gregory County, South Dakota,4212,2018-07-01
Haakon County, South Dakota,1918,2018-07-01
Hamlin County, South Dakota,6111,2018-07-01
Hand County, South Dakota,3262,2018-07-01
Hanson County, South Dakota,3376,2018-07-01
Harding County, South Dakota,1249,2018-07-01
Hughes County, South Dakota,17650,2018-07-01
Hutchinson County, South Dakota,7380,2018-07-01
Hyde County, South Dakota,1282,2018-07-01
Jackson County, South Dakota,3307,2018-07-01
Jerauld County, South Dakota,2043,2018-07-01
Jones County, South Dakota,928,2018-07-01
Kingsbury County, South Dakota,4919,2018-07-01
Lake County, South Dakota,13057,2018-07-01
Lawrence County, South Dakota,25741,2018-07-01
Lincoln County, South Dakota,58807,2018-07-01
Lyman County, South Dakota,3821,2018-07-01
McCook County, South Dakota,5546,2018-07-01
McPherson County, South Dakota,2407,2018-07-01
Marshall County, South Dakota,5112,2018-07-01
Meade County, South Dakota,28294,2018-07-01
Mellette County, South Dakota,2042,2018-07-01
Miner County, South Dakota,2213,2018-07-01
Minnehaha County, South Dakota,192876,2018-07-01
Moody County, South Dakota,6579,2018-07-01
Oglala Lakota County, South Dakota,14309,2018-07-01
Pennington County, South Dakota,111729,2018-07-01
Perkins County, South Dakota,2922,2018-07-01
Potter County, South Dakota,2207,2018-07-01
Roberts County, South Dakota,10447,2018-07-01
Sanborn County, South Dakota,2429,2018-07-01
Spink County, South Dakota,6495,2018-07-01
Stanley County, South Dakota,3022,2018-07-01
Sully County, South Dakota,1392,2018-07-01
Todd County, South Dakota,10283,2018-07-01
Tripp County, South Dakota,5478,2018-07-01
Turner County, South Dakota,8424,2018-07-01
Union County, South Dakota,15619,2018-07-01
Walworth County, South Dakota,5587,2018-07-01
Yankton County, South Dakota,22869,2018-07-01
Ziebach County, South Dakota,2742,2018-07-01
Anderson County, Tennessee,76482,2018-07-01
Bedford County, Tennessee,49038,2018-07-01
Benton County, Tennessee,16184,2018-07-01
Bledsoe County, Tennessee,14755,2018-07-01
Blount County, Tennessee,131349,2018-07-01
Bradley County, Tennessee,106727,2018-07-01
Campbell County, Tennessee,39583,2018-07-01
Cannon County, Tennessee,14462,2018-07-01
Carroll County, Tennessee,28020,2018-07-01
Carter County, Tennessee,56351,2018-07-01
Cheatham County, Tennessee,40439,2018-07-01
Chester County, Tennessee,17276,2018-07-01
Claiborne County, Tennessee,31756,2018-07-01
Clay County, Tennessee,7717,2018-07-01
Cocke County, Tennessee,35774,2018-07-01
Coffee County, Tennessee,55700,2018-07-01
Crockett County, Tennessee,14328,2018-07-01
Cumberland County, Tennessee,59673,2018-07-01
Davidson County, Tennessee,692587,2018-07-01
Decatur County, Tennessee,11706,2018-07-01
DeKalb County, Tennessee,20138,2018-07-01
Dickson County, Tennessee,53446,2018-07-01
Dyer County, Tennessee,37320,2018-07-01
Fayette County, Tennessee,40507,2018-07-01
Fentress County, Tennessee,18217,2018-07-01
Franklin County, Tennessee,41890,2018-07-01
Gibson County, Tennessee,49045,2018-07-01
Giles County, Tennessee,29503,2018-07-01
Grainger County, Tennessee,23145,2018-07-01
Greene County, Tennessee,69087,2018-07-01
Grundy County, Tennessee,13346,2018-07-01
Hamblen County, Tennessee,64569,2018-07-01
Hamilton County, Tennessee,364286,2018-07-01
Hancock County, Tennessee,6549,2018-07-01
Hardeman County, Tennessee,25220,2018-07-01
Hardin County, Tennessee,25776,2018-07-01
Hawkins County, Tennessee,56530,2018-07-01
Haywood County, Tennessee,17335,2018-07-01
Henderson County, Tennessee,27847,2018-07-01
Henry County, Tennessee,32358,2018-07-01
Hickman County, Tennessee,25063,2018-07-01
Houston County, Tennessee,8263,2018-07-01
Humphreys County, Tennessee,18486,2018-07-01
Jackson County, Tennessee,11758,2018-07-01
Jefferson County, Tennessee,54012,2018-07-01
Johnson County, Tennessee,17778,2018-07-01
Knox County, Tennessee,465289,2018-07-01
Lake County, Tennessee,7411,2018-07-01
Lauderdale County, Tennessee,25825,2018-07-01
Lawrence County, Tennessee,43734,2018-07-01
Lewis County, Tennessee,12086,2018-07-01
Lincoln County, Tennessee,34117,2018-07-01
Loudon County, Tennessee,53054,2018-07-01
McMinn County, Tennessee,53285,2018-07-01
McNairy County, Tennessee,25832,2018-07-01
Macon County, Tennessee,24265,2018-07-01
Madison County, Tennessee,97605,2018-07-01
Marion County, Tennessee,28575,2018-07-01
Marshall County, Tennessee,33683,2018-07-01
Maury County, Tennessee,94340,2018-07-01
Meigs County, Tennessee,12306,2018-07-01
Monroe County, Tennessee,46357,2018-07-01
Montgomery County, Tennessee,205950,2018-07-01
Moore County, Tennessee,6411,2018-07-01
Morgan County, Tennessee,21579,2018-07-01
Obion County, Tennessee,30267,2018-07-01
Overton County, Tennessee,22068,2018-07-01
Perry County, Tennessee,8064,2018-07-01
Pickett County, Tennessee,5082,2018-07-01
Polk County, Tennessee,16898,2018-07-01
Putnam County, Tennessee,78843,2018-07-01
Rhea County, Tennessee,33044,2018-07-01
Roane County, Tennessee,53140,2018-07-01
Robertson County, Tennessee,71012,2018-07-01
Rutherford County, Tennessee,324890,2018-07-01
Scott County, Tennessee,22039,2018-07-01
Sequatchie County, Tennessee,14876,2018-07-01
Sevier County, Tennessee,97892,2018-07-01
Shelby County, Tennessee,935764,2018-07-01
Smith County, Tennessee,19942,2018-07-01
Stewart County, Tennessee,13561,2018-07-01
Sullivan County, Tennessee,157668,2018-07-01
Sumner County, Tennessee,187149,2018-07-01
Tipton County, Tennessee,61581,2018-07-01
Trousdale County, Tennessee,11012,2018-07-01
Unicoi County, Tennessee,17761,2018-07-01
Union County, Tennessee,19688,2018-07-01
Van Buren County, Tennessee,5765,2018-07-01
Warren County, Tennessee,40878,2018-07-01
Washington County, Tennessee,128607,2018-07-01
Wayne County, Tennessee,16558,2018-07-01
Weakley County, Tennessee,33415,2018-07-01
White County, Tennessee,27107,2018-07-01
Williamson County, Tennessee,231729,2018-07-01
Wilson County, Tennessee,140625,2018-07-01
Anderson County, Texas,58057,2018-07-01
Andrews County, Texas,18128,2018-07-01
Angelina County, Texas,87092,2018-07-01
Aransas County, Texas,23792,2018-07-01
Archer County, Texas,8786,2018-07-01
Armstrong County, Texas,1892,2018-07-01
Atascosa County, Texas,50310,2018-07-01
Austin County, Texas,29989,2018-07-01
Bailey County, Texas,7027,2018-07-01
Bandera County, Texas,22824,2018-07-01
Bastrop County, Texas,86976,2018-07-01
Baylor County, Texas,3582,2018-07-01
Bee County, Texas,32587,2018-07-01
Bell County, Texas,355642,2018-07-01
Bexar County, Texas,1986049,2018-07-01
Blanco County, Texas,11702,2018-07-01
Borden County, Texas,648,2018-07-01
Bosque County, Texas,18691,2018-07-01
Bowie County, Texas,94324,2018-07-01
Brazoria County, Texas,370200,2018-07-01
Brazos County, Texas,226758,2018-07-01
Brewster County, Texas,9267,2018-07-01
Briscoe County, Texas,1516,2018-07-01
Brooks County, Texas,7114,2018-07-01
Brown County, Texas,37924,2018-07-01
Burleson County, Texas,18389,2018-07-01
Burnet County, Texas,47542,2018-07-01
Caldwell County, Texas,43247,2018-07-01
Calhoun County, Texas,21561,2018-07-01
Callahan County, Texas,13994,2018-07-01
Cameron County, Texas,423908,2018-07-01
Camp County, Texas,13033,2018-07-01
Carson County, Texas,6005,2018-07-01
Cass County, Texas,30119,2018-07-01
Castro County, Texas,7665,2018-07-01
Chambers County, Texas,42454,2018-07-01
Cherokee County, Texas,52592,2018-07-01
Childress County, Texas,7291,2018-07-01
Clay County, Texas,10456,2018-07-01
Cochran County, Texas,2836,2018-07-01
Coke County, Texas,3370,2018-07-01
Coleman County, Texas,8397,2018-07-01
Collin County, Texas,1005146,2018-07-01
Collingsworth County, Texas,2962,2018-07-01
Colorado County, Texas,21217,2018-07-01
Comal County, Texas,148373,2018-07-01
Comanche County, Texas,13534,2018-07-01
Concho County, Texas,4276,2018-07-01
Cooke County, Texas,40574,2018-07-01
Coryell County, Texas,74808,2018-07-01
Cottle County, Texas,1389,2018-07-01
Crane County, Texas,4794,2018-07-01
Crockett County, Texas,3499,2018-07-01
Crosby County, Texas,5779,2018-07-01
Culberson County, Texas,2204,2018-07-01
Dallam County, Texas,7200,2018-07-01
Dallas County, Texas,2637772,2018-07-01
Dawson County, Texas,12619,2018-07-01
Deaf Smith County, Texas,18760,2018-07-01
Delta County, Texas,5349,2018-07-01
Denton County, Texas,859064,2018-07-01
DeWitt County, Texas,20187,2018-07-01
Dickens County, Texas,2249,2018-07-01
Dimmit County, Texas,10308,2018-07-01
Donley County, Texas,3319,2018-07-01
Duval County, Texas,11212,2018-07-01
Eastland County, Texas,18322,2018-07-01
Ector County, Texas,162124,2018-07-01
Edwards County, Texas,1928,2018-07-01
Ellis County, Texas,179436,2018-07-01
El Paso County, Texas,840758,2018-07-01
Erath County, Texas,42446,2018-07-01
Falls County, Texas,17335,2018-07-01
Fannin County, Texas,35286,2018-07-01
