COUNTY,STATE,POPULATION,DATE
Beaver County, Utah,6463,2016-07-01
Box Elder County, Utah,53139,2016-07-01
Cache County, Utah,122753,2016-07-01
Carbon County, Utah,20399,2016-07-01
Daggett County, Utah,1095,2016-07-01
Orange County, Virginia,35533,2016-07-01
Page County, Virginia,23654,2016-07-01
Patrick County, Virginia,17923,2016-07-01
Pittsylvania County, Virginia,61687,2016-07-01
Powhatan County, Virginia,28443,2016-07-01
Prince Edward County, Virginia,23142,2016-07-01
Prince George County, Virginia,37845,2016-07-01
