COUNTY,STATE,POPULATION,DATE
Oldham County, Kentucky,65560,2016-07-01
Owen County, Kentucky,10642,2016-07-01
Owsley County, Kentucky,4491,2016-07-01
Pendleton County, Kentucky,14560,2016-07-01
Perry County, Kentucky,27343,2016-07-01
Pike County, Kentucky,60555,2016-07-01
Ohio County, Indiana,5932,2016-07-01
Orange County, Indiana,19335,2016-07-01
Owen County, Indiana,20840,2016-07-01
Parke County, Indiana,16800,2016-07-01
Perry County, Indiana,18966,2016-07-01
Pike County, Indiana,12431,2016-07-01
Porter County, Indiana,167791,2016-07-01
Poweshiek County, Iowa,18533,2016-07-01
Ringgold County, Iowa,5068,2016-07-01
Sac County, Iowa,9876,2016-07-01
Scott County, Iowa,172474,2016-07-01
Shelby County, Iowa,11800,2016-07-01
Sioux County, Iowa,34898,2016-07-01
Story County, Iowa,97090,2016-07-01
Tama County, Iowa,17319,2016-07-01
Stanton County, Kansas,2062,2016-07-01
Stevens County, Kansas,5584,2016-07-01
Sumner County, Kansas,23272,2016-07-01
Thomas County, Kansas,7892,2016-07-01
Trego County, Kansas,2872,2016-07-01
Wabaunsee County, Kansas,6891,2016-07-01
Wallace County, Kansas,1497,2016-07-01
Powell County, Kentucky,12308,2016-07-01
Pulaski County, Kentucky,63956,2016-07-01
Robertson County, Kentucky,2155,2016-07-01
Rockcastle County, Kentucky,16850,2016-07-01
Rowan County, Kentucky,24451,2016-07-01
Russell County, Kentucky,17722,2016-07-01
Scott County, Kentucky,53972,2016-07-01
Posey County, Indiana,25476,2016-07-01
Pulaski County, Indiana,12660,2016-07-01
Putnam County, Indiana,37436,2016-07-01
Randolph County, Indiana,25082,2016-07-01
Ripley County, Indiana,28846,2016-07-01
Rush County, Indiana,16649,2016-07-01
St. Joseph County, Indiana,269141,2016-07-01
Taylor County, Iowa,6216,2016-07-01
Union County, Iowa,12420,2016-07-01
Van Buren County, Iowa,7271,2016-07-01
Wapello County, Iowa,34982,2016-07-01
Warren County, Iowa,49691,2016-07-01
Washington County, Iowa,22281,2016-07-01
Wayne County, Iowa,6452,2016-07-01
Washington County, Kansas,5546,2016-07-01
Wichita County, Kansas,2112,2016-07-01
Wilson County, Kansas,8723,2016-07-01
Woodson County, Kansas,3165,2016-07-01
Wyandotte County, Kansas,163831,2016-07-01
Adair County, Kentucky,19280,2016-07-01
Allen County, Kentucky,20631,2016-07-01
Shelby County, Kentucky,46408,2016-07-01
Simpson County, Kentucky,18083,2016-07-01
Spencer County, Kentucky,18274,2016-07-01
Taylor County, Kentucky,25397,2016-07-01
Todd County, Kentucky,12295,2016-07-01
Trigg County, Kentucky,14264,2016-07-01
Trimble County, Kentucky,8620,2016-07-01
Scott County, Indiana,23730,2016-07-01
Shelby County, Indiana,44324,2016-07-01
Spencer County, Indiana,20648,2016-07-01
Starke County, Indiana,23009,2016-07-01
Steuben County, Indiana,34116,2016-07-01
Sullivan County, Indiana,20802,2016-07-01
Switzerland County, Indiana,10527,2016-07-01
Webster County, Iowa,36769,2016-07-01
Winnebago County, Iowa,10631,2016-07-01
Winneshiek County, Iowa,20561,2016-07-01
Woodbury County, Iowa,102779,2016-07-01
Worth County, Iowa,7572,2016-07-01
Wright County, Iowa,12779,2016-07-01
Allen County, Kansas,12714,2016-07-01
Anderson County, Kentucky,22158,2016-07-01
Ballard County, Kentucky,8054,2016-07-01
Barren County, Kentucky,43993,2016-07-01
Bath County, Kentucky,12327,2016-07-01
Bell County, Kentucky,27117,2016-07-01
Boone County, Kentucky,128536,2016-07-01
Bourbon County, Kentucky,20030,2016-07-01
Union County, Kentucky,14880,2016-07-01
Warren County, Kentucky,125532,2016-07-01
Washington County, Kentucky,12189,2016-07-01
Wayne County, Kentucky,20453,2016-07-01
Webster County, Kentucky,13316,2016-07-01
Whitley County, Kentucky,36096,2016-07-01
Wolfe County, Kentucky,7159,2016-07-01
Tippecanoe County, Indiana,188059,2016-07-01
Tipton County, Indiana,15182,2016-07-01
Union County, Indiana,7212,2016-07-01
Vanderburgh County, Indiana,181721,2016-07-01
Vermillion County, Indiana,15645,2016-07-01
Vigo County, Indiana,107931,2016-07-01
Wabash County, Indiana,31762,2016-07-01
Anderson County, Kansas,7827,2016-07-01
Atchison County, Kansas,16380,2016-07-01
Barber County, Kansas,4688,2016-07-01
Barton County, Kansas,26775,2016-07-01
Bourbon County, Kansas,14617,2016-07-01
Brown County, Kansas,9684,2016-07-01
Butler County, Kansas,67025,2016-07-01
Boyd County, Kentucky,48132,2016-07-01
Boyle County, Kentucky,30018,2016-07-01
Bracken County, Kentucky,8400,2016-07-01
Breathitt County, Kentucky,13284,2016-07-01
Breckinridge County, Kentucky,19961,2016-07-01
Bullitt County, Kentucky,79151,2016-07-01
Butler County, Kentucky,12845,2016-07-01
Woodford County, Kentucky,26124,2016-07-01
Acadia Parish, Louisiana,62645,2016-07-01
Allen Parish, Louisiana,25684,2016-07-01
Ascension Parish, Louisiana,121587,2016-07-01
Assumption Parish, Louisiana,22695,2016-07-01
Avoyelles Parish, Louisiana,41117,2016-07-01
Beauregard Parish, Louisiana,36927,2016-07-01
Warren County, Indiana,8166,2016-07-01
Warrick County, Indiana,62498,2016-07-01
Washington County, Indiana,27670,2016-07-01
Wayne County, Indiana,66568,2016-07-01
Wells County, Indiana,27949,2016-07-01
White County, Indiana,23999,2016-07-01
Whitley County, Indiana,33449,2016-07-01
Chase County, Kansas,2669,2016-07-01
Chautauqua County, Kansas,3374,2016-07-01
Cherokee County, Kansas,20246,2016-07-01
Cheyenne County, Kansas,2661,2016-07-01
Clark County, Kansas,2072,2016-07-01
Clay County, Kansas,8143,2016-07-01
Cloud County, Kansas,9150,2016-07-01
Caldwell County, Kentucky,12568,2016-07-01
Calloway County, Kentucky,38437,2016-07-01
Campbell County, Kentucky,92211,2016-07-01
Carlisle County, Kentucky,4855,2016-07-01
Carroll County, Kentucky,10679,2016-07-01
Carter County, Kentucky,27046,2016-07-01
Bienville Parish, Louisiana,13865,2016-07-01
Bossier Parish, Louisiana,126057,2016-07-01
Caddo Parish, Louisiana,248851,2016-07-01
Calcasieu Parish, Louisiana,200601,2016-07-01
Caldwell Parish, Louisiana,10087,2016-07-01
Cameron Parish, Louisiana,6882,2016-07-01
Catahoula Parish, Louisiana,9921,2016-07-01
Adair County, Iowa,7092,2016-07-01
Adams County, Iowa,3693,2016-07-01
Allamakee County, Iowa,13884,2016-07-01
Appanoose County, Iowa,12462,2016-07-01
Audubon County, Iowa,5678,2016-07-01
Benton County, Iowa,25699,2016-07-01
Black Hawk County, Iowa,132904,2016-07-01
Coffey County, Kansas,8433,2016-07-01
Comanche County, Kansas,1862,2016-07-01
Cowley County, Kansas,35753,2016-07-01
Crawford County, Kansas,39164,2016-07-01
Decatur County, Kansas,2832,2016-07-01
Dickinson County, Kansas,19064,2016-07-01
Doniphan County, Kansas,7664,2016-07-01
Casey County, Kentucky,15815,2016-07-01
Christian County, Kentucky,72351,2016-07-01
Clark County, Kentucky,35819,2016-07-01
Clay County, Kentucky,20766,2016-07-01
Clinton County, Kentucky,10177,2016-07-01
Crittenden County, Kentucky,9188,2016-07-01
Cumberland County, Kentucky,6738,2016-07-01
Claiborne Parish, Louisiana,16132,2016-07-01
Concordia Parish, Louisiana,19920,2016-07-01
De Soto Parish, Louisiana,27149,2016-07-01
East Baton Rouge Parish, Louisiana,447037,2016-07-01
East Carroll Parish, Louisiana,7271,2016-07-01
East Feliciana Parish, Louisiana,19683,2016-07-01
Boone County, Iowa,26532,2016-07-01
Bremer County, Iowa,24798,2016-07-01
Buchanan County, Iowa,20992,2016-07-01
Buena Vista County, Iowa,20332,2016-07-01
Butler County, Iowa,14791,2016-07-01
Calhoun County, Iowa,9846,2016-07-01
Carroll County, Iowa,20437,2016-07-01
Douglas County, Kansas,119440,2016-07-01
Edwards County, Kansas,2938,2016-07-01
Elk County, Kansas,2547,2016-07-01
Ellis County, Kansas,28893,2016-07-01
Ellsworth County, Kansas,6328,2016-07-01
Finney County, Kansas,36722,2016-07-01
Ford County, Kansas,33971,2016-07-01
Daviess County, Kentucky,99674,2016-07-01
Edmonson County, Kentucky,12114,2016-07-01
Elliott County, Kentucky,7588,2016-07-01
Estill County, Kentucky,14307,2016-07-01
Fayette County, Kentucky,318449,2016-07-01
Fleming County, Kentucky,14507,2016-07-01
Floyd County, Kentucky,37110,2016-07-01
Evangeline Parish, Louisiana,33709,2016-07-01
Franklin Parish, Louisiana,20330,2016-07-01
Grant Parish, Louisiana,22365,2016-07-01
Iberia Parish, Louisiana,73273,2016-07-01
Iberville Parish, Louisiana,32920,2016-07-01
Jackson Parish, Louisiana,15808,2016-07-01
Jefferson Parish, Louisiana,436523,2016-07-01
Cass County, Iowa,13157,2016-07-01
Cedar County, Iowa,18454,2016-07-01
Cerro Gordo County, Iowa,43070,2016-07-01
Cherokee County, Iowa,11508,2016-07-01
Chickasaw County, Iowa,12023,2016-07-01
Clarke County, Iowa,9309,2016-07-01
Clay County, Iowa,16333,2016-07-01
Franklin County, Kansas,25560,2016-07-01
Geary County, Kansas,35586,2016-07-01
Gove County, Kansas,2589,2016-07-01
Graham County, Kansas,2564,2016-07-01
Grant County, Kansas,7646,2016-07-01
Gray County, Kansas,6034,2016-07-01
Greeley County, Kansas,1296,2016-07-01
Franklin County, Kentucky,50560,2016-07-01
Fulton County, Kentucky,6179,2016-07-01
Gallatin County, Kentucky,8609,2016-07-01
Garrard County, Kentucky,17292,2016-07-01
Grant County, Kentucky,24923,2016-07-01
Graves County, Kentucky,37182,2016-07-01
Grayson County, Kentucky,26184,2016-07-01
Jefferson Davis Parish, Louisiana,31413,2016-07-01
Lafayette Parish, Louisiana,241398,2016-07-01
Lafourche Parish, Louisiana,98305,2016-07-01
LaSalle Parish, Louisiana,15052,2016-07-01
Lincoln Parish, Louisiana,47745,2016-07-01
Livingston Parish, Louisiana,140138,2016-07-01
Madison Parish, Louisiana,11528,2016-07-01
Clayton County, Iowa,17590,2016-07-01
Clinton County, Iowa,47309,2016-07-01
Crawford County, Iowa,16940,2016-07-01
Dallas County, Iowa,84516,2016-07-01
Davis County, Iowa,8860,2016-07-01
Decatur County, Iowa,8141,2016-07-01
Delaware County, Iowa,17327,2016-07-01
Greenwood County, Kansas,6151,2016-07-01
Hamilton County, Kansas,2536,2016-07-01
Harper County, Kansas,5685,2016-07-01
Harvey County, Kansas,34913,2016-07-01
Haskell County, Kansas,4006,2016-07-01
Hodgeman County, Kansas,1870,2016-07-01
Jackson County, Kansas,13291,2016-07-01
Green County, Kentucky,11060,2016-07-01
Greenup County, Kentucky,35893,2016-07-01
Hancock County, Kentucky,8810,2016-07-01
Hardin County, Kentucky,107316,2016-07-01
Harlan County, Kentucky,27168,2016-07-01
Harrison County, Kentucky,18646,2016-07-01
Hart County, Kentucky,18627,2016-07-01
Morehouse Parish, Louisiana,26071,2016-07-01
Natchitoches Parish, Louisiana,39162,2016-07-01
Orleans Parish, Louisiana,391495,2016-07-01
Ouachita Parish, Louisiana,156983,2016-07-01
Plaquemines Parish, Louisiana,23464,2016-07-01
Pointe Coupee Parish, Louisiana,22159,2016-07-01
Des Moines County, Iowa,39739,2016-07-01
Dickinson County, Iowa,17243,2016-07-01
Dubuque County, Iowa,97003,2016-07-01
Emmet County, Iowa,9658,2016-07-01
Fayette County, Iowa,20054,2016-07-01
Floyd County, Iowa,15873,2016-07-01
Franklin County, Iowa,10170,2016-07-01
Jefferson County, Kansas,18897,2016-07-01
Jewell County, Kansas,2901,2016-07-01
Johnson County, Kansas,584451,2016-07-01
Kearny County, Kansas,3917,2016-07-01
Kingman County, Kansas,7467,2016-07-01
Kiowa County, Kansas,2483,2016-07-01
Labette County, Kansas,20444,2016-07-01
Henderson County, Kentucky,46253,2016-07-01
Henry County, Kentucky,15818,2016-07-01
Hickman County, Kentucky,4627,2016-07-01
Hopkins County, Kentucky,45904,2016-07-01
Jackson County, Kentucky,13368,2016-07-01
Jefferson County, Kentucky,765352,2016-07-01
Jessamine County, Kentucky,52357,2016-07-01
Rapides Parish, Louisiana,132424,2016-07-01
Red River Parish, Louisiana,8550,2016-07-01
Richland Parish, Louisiana,20430,2016-07-01
Sabine Parish, Louisiana,23977,2016-07-01
St. Bernard Parish, Louisiana,45688,2016-07-01
St. Charles Parish, Louisiana,52923,2016-07-01
St. Helena Parish, Louisiana,10512,2016-07-01
Fremont County, Iowa,6950,2016-07-01
Greene County, Iowa,9011,2016-07-01
Grundy County, Iowa,12313,2016-07-01
Guthrie County, Iowa,10625,2016-07-01
Hamilton County, Iowa,15076,2016-07-01
Hancock County, Iowa,10835,2016-07-01
Hardin County, Iowa,17226,2016-07-01
Harrison County, Iowa,14149,2016-07-01
Lane County, Kansas,1636,2016-07-01
Leavenworth County, Kansas,80204,2016-07-01
Lincoln County, Kansas,3073,2016-07-01
Linn County, Kansas,9558,2016-07-01
Logan County, Kansas,2831,2016-07-01
Lyon County, Kansas,33510,2016-07-01
McPherson County, Kansas,28804,2016-07-01
Johnson County, Kentucky,22978,2016-07-01
Kenton County, Kentucky,164945,2016-07-01
Knott County, Kentucky,15544,2016-07-01
Knox County, Kentucky,31687,2016-07-01
Larue County, Kentucky,14096,2016-07-01
Laurel County, Kentucky,60250,2016-07-01
Lawrence County, Kentucky,15863,2016-07-01
St. James Parish, Louisiana,21557,2016-07-01
St. John the Baptist Parish, Louisiana,43631,2016-07-01
St. Landry Parish, Louisiana,83883,2016-07-01
St. Martin Parish, Louisiana,54007,2016-07-01
St. Mary Parish, Louisiana,52093,2016-07-01
St. Tammany Parish, Louisiana,253602,2016-07-01
Tangipahoa Parish, Louisiana,130710,2016-07-01
Cheatham County, Tennessee,39880,2016-07-01
Chester County, Tennessee,17453,2016-07-01
Claiborne County, Tennessee,31757,2016-07-01
Clay County, Tennessee,7752,2016-07-01
Cocke County, Tennessee,35219,2016-07-01
Coffee County, Tennessee,54682,2016-07-01
Williams County, Ohio,37017,2016-07-01
Wood County, Ohio,130219,2016-07-01
Wyandot County, Ohio,22118,2016-07-01
Adair County, Oklahoma,22098,2016-07-01
Alfalfa County, Oklahoma,5827,2016-07-01
Atoka County, Oklahoma,13810,2016-07-01
Beaver County, Oklahoma,5382,2016-07-01
Wallowa County, Oregon,6946,2016-07-01
Wasco County, Oregon,26115,2016-07-01
Washington County, Oregon,582779,2016-07-01
Wheeler County, Oregon,1344,2016-07-01
Yamhill County, Oregon,105035,2016-07-01
Adams County, Pennsylvania,102180,2016-07-01
Greenville County, South Carolina,498766,2016-07-01
Greenwood County, South Carolina,70133,2016-07-01
Hampton County, South Carolina,19922,2016-07-01
Horry County, South Carolina,322342,2016-07-01
Jasper County, South Carolina,28465,2016-07-01
Kershaw County, South Carolina,64097,2016-07-01
Crockett County, Tennessee,14411,2016-07-01
Cumberland County, Tennessee,58655,2016-07-01
Davidson County, Tennessee,684410,2016-07-01
Decatur County, Tennessee,11769,2016-07-01
DeKalb County, Tennessee,19361,2016-07-01
Dickson County, Tennessee,52170,2016-07-01
Dyer County, Tennessee,37708,2016-07-01
Beckham County, Oklahoma,22519,2016-07-01
Blaine County, Oklahoma,9643,2016-07-01
Bryan County, Oklahoma,45573,2016-07-01
Caddo County, Oklahoma,29557,2016-07-01
Canadian County, Oklahoma,136532,2016-07-01
Carter County, Oklahoma,48556,2016-07-01
Cherokee County, Oklahoma,48700,2016-07-01
Allegheny County, Pennsylvania,1225365,2016-07-01
Armstrong County, Pennsylvania,66486,2016-07-01
Beaver County, Pennsylvania,167429,2016-07-01
Bedford County, Pennsylvania,48325,2016-07-01
Berks County, Pennsylvania,414812,2016-07-01
Blair County, Pennsylvania,124650,2016-07-01
Bradford County, Pennsylvania,60770,2016-07-01
Lancaster County, South Carolina,89594,2016-07-01
Laurens County, South Carolina,66777,2016-07-01
Lee County, South Carolina,17635,2016-07-01
Lexington County, South Carolina,286196,2016-07-01
McCormick County, South Carolina,9643,2016-07-01
Marion County, South Carolina,31726,2016-07-01
Marlboro County, South Carolina,26945,2016-07-01
Fayette County, Tennessee,39590,2016-07-01
Fentress County, Tennessee,18033,2016-07-01
Franklin County, Tennessee,41700,2016-07-01
Gibson County, Tennessee,49401,2016-07-01
Giles County, Tennessee,29307,2016-07-01
Grainger County, Tennessee,23072,2016-07-01
Greene County, Tennessee,68615,2016-07-01
Choctaw County, Oklahoma,14885,2016-07-01
Cimarron County, Oklahoma,2162,2016-07-01
Cleveland County, Oklahoma,278655,2016-07-01
Coal County, Oklahoma,5651,2016-07-01
Comanche County, Oklahoma,122136,2016-07-01
Cotton County, Oklahoma,5941,2016-07-01
Bucks County, Pennsylvania,626399,2016-07-01
Butler County, Pennsylvania,186847,2016-07-01
Cambria County, Pennsylvania,134732,2016-07-01
Cameron County, Pennsylvania,4677,2016-07-01
Carbon County, Pennsylvania,63594,2016-07-01
Centre County, Pennsylvania,161464,2016-07-01
Chester County, Pennsylvania,516312,2016-07-01
Newberry County, South Carolina,38079,2016-07-01
Oconee County, South Carolina,76355,2016-07-01
Orangeburg County, South Carolina,87903,2016-07-01
Pickens County, South Carolina,122863,2016-07-01
Richland County, South Carolina,409549,2016-07-01
Saluda County, South Carolina,20197,2016-07-01
Grundy County, Tennessee,13389,2016-07-01
Hamblen County, Tennessee,63785,2016-07-01
Hamilton County, Tennessee,357738,2016-07-01
Hancock County, Tennessee,6577,2016-07-01
Hardeman County, Tennessee,25435,2016-07-01
Hardin County, Tennessee,25679,2016-07-01
Hawkins County, Tennessee,56563,2016-07-01
Craig County, Oklahoma,14625,2016-07-01
Creek County, Oklahoma,71312,2016-07-01
Custer County, Oklahoma,29293,2016-07-01
Delaware County, Oklahoma,41598,2016-07-01
Dewey County, Oklahoma,4819,2016-07-01
Ellis County, Oklahoma,4080,2016-07-01
Garfield County, Oklahoma,62603,2016-07-01
Clarion County, Pennsylvania,38513,2016-07-01
Clearfield County, Pennsylvania,80596,2016-07-01
Clinton County, Pennsylvania,39233,2016-07-01
Columbia County, Pennsylvania,66420,2016-07-01
Crawford County, Pennsylvania,86257,2016-07-01
Cumberland County, Pennsylvania,248506,2016-07-01
Spartanburg County, South Carolina,301463,2016-07-01
Sumter County, South Carolina,107396,2016-07-01
Union County, South Carolina,27673,2016-07-01
Williamsburg County, South Carolina,31955,2016-07-01
York County, South Carolina,258526,2016-07-01
Aurora County, South Dakota,2736,2016-07-01
Beadle County, South Dakota,18101,2016-07-01
Haywood County, Tennessee,17853,2016-07-01
Henderson County, Tennessee,27822,2016-07-01
Henry County, Tennessee,32310,2016-07-01
Hickman County, Tennessee,24295,2016-07-01
Houston County, Tennessee,8134,2016-07-01
Humphreys County, Tennessee,18347,2016-07-01
Jackson County, Tennessee,11566,2016-07-01
Garvin County, Oklahoma,27838,2016-07-01
Grady County, Oklahoma,54655,2016-07-01
Grant County, Oklahoma,4465,2016-07-01
Greer County, Oklahoma,5998,2016-07-01
Harmon County, Oklahoma,2704,2016-07-01
Harper County, Oklahoma,3717,2016-07-01
Haskell County, Oklahoma,12747,2016-07-01
Dauphin County, Pennsylvania,273707,2016-07-01
Delaware County, Pennsylvania,563402,2016-07-01
Elk County, Pennsylvania,30480,2016-07-01
Erie County, Pennsylvania,276207,2016-07-01
Fayette County, Pennsylvania,132733,2016-07-01
Forest County, Pennsylvania,7321,2016-07-01
Franklin County, Pennsylvania,153851,2016-07-01
Bennett County, South Dakota,3460,2016-07-01
Bon Homme County, South Dakota,6984,2016-07-01
Brookings County, South Dakota,34135,2016-07-01
Brown County, South Dakota,39128,2016-07-01
Brule County, South Dakota,5238,2016-07-01
Buffalo County, South Dakota,2043,2016-07-01
Jefferson County, Tennessee,53535,2016-07-01
Johnson County, Tennessee,17754,2016-07-01
Knox County, Tennessee,456132,2016-07-01
Lake County, Tennessee,7560,2016-07-01
Lauderdale County, Tennessee,26773,2016-07-01
Lawrence County, Tennessee,43081,2016-07-01
Hughes County, Oklahoma,13566,2016-07-01
Jackson County, Oklahoma,25497,2016-07-01
Jefferson County, Oklahoma,6230,2016-07-01
Johnston County, Oklahoma,11087,2016-07-01
Kay County, Oklahoma,44943,2016-07-01
Kingfisher County, Oklahoma,15638,2016-07-01
Kiowa County, Oklahoma,9077,2016-07-01
Fulton County, Pennsylvania,14640,2016-07-01
Greene County, Pennsylvania,37197,2016-07-01
Huntingdon County, Pennsylvania,45634,2016-07-01
Indiana County, Pennsylvania,86364,2016-07-01
Jefferson County, Pennsylvania,44073,2016-07-01
Juniata County, Pennsylvania,24863,2016-07-01
Lackawanna County, Pennsylvania,211321,2016-07-01
Butte County, South Dakota,10205,2016-07-01
Campbell County, South Dakota,1378,2016-07-01
Charles Mix County, South Dakota,9396,2016-07-01
Clark County, South Dakota,3656,2016-07-01
Clay County, South Dakota,14086,2016-07-01
Codington County, South Dakota,28063,2016-07-01
Corson County, South Dakota,4132,2016-07-01
Columbiana County, Ohio,103685,2016-07-01
Coshocton County, Ohio,36602,2016-07-01
Crawford County, Ohio,42083,2016-07-01
Cuyahoga County, Ohio,1249352,2016-07-01
Darke County, Ohio,51778,2016-07-01
Defiance County, Ohio,38158,2016-07-01
Delaware County, Ohio,196463,2016-07-01
Latimer County, Oklahoma,10414,2016-07-01
Le Flore County, Oklahoma,49873,2016-07-01
Lincoln County, Oklahoma,35129,2016-07-01
Logan County, Oklahoma,46588,2016-07-01
Love County, Oklahoma,9997,2016-07-01
McClain County, Oklahoma,38682,2016-07-01
McCurtain County, Oklahoma,32822,2016-07-01
Lancaster County, Pennsylvania,538500,2016-07-01
Lawrence County, Pennsylvania,87294,2016-07-01
Lebanon County, Pennsylvania,138863,2016-07-01
Lehigh County, Pennsylvania,363147,2016-07-01
Luzerne County, Pennsylvania,316383,2016-07-01
Lycoming County, Pennsylvania,115248,2016-07-01
Custer County, South Dakota,8596,2016-07-01
Davison County, South Dakota,19903,2016-07-01
Day County, South Dakota,5571,2016-07-01
Deuel County, South Dakota,4231,2016-07-01
Dewey County, South Dakota,5742,2016-07-01
Douglas County, South Dakota,2932,2016-07-01
Edmunds County, South Dakota,3952,2016-07-01
Erie County, Ohio,75107,2016-07-01
Fairfield County, Ohio,152597,2016-07-01
Fayette County, Ohio,28676,2016-07-01
Franklin County, Ohio,1264518,2016-07-01
Fulton County, Ohio,42514,2016-07-01
Gallia County, Ohio,30015,2016-07-01
Geauga County, Ohio,94060,2016-07-01
McIntosh County, Oklahoma,19815,2016-07-01
Major County, Oklahoma,7772,2016-07-01
Marshall County, Oklahoma,16191,2016-07-01
Mayes County, Oklahoma,40920,2016-07-01
Murray County, Oklahoma,13918,2016-07-01
Muskogee County, Oklahoma,69477,2016-07-01
Noble County, Oklahoma,11384,2016-07-01
McKean County, Pennsylvania,41883,2016-07-01
Mercer County, Pennsylvania,112913,2016-07-01
Mifflin County, Pennsylvania,46342,2016-07-01
Monroe County, Pennsylvania,166098,2016-07-01
Montgomery County, Pennsylvania,821725,2016-07-01
Montour County, Pennsylvania,18343,2016-07-01
Northampton County, Pennsylvania,302294,2016-07-01
Fall River County, South Dakota,6849,2016-07-01
Faulk County, South Dakota,2354,2016-07-01
Grant County, South Dakota,7148,2016-07-01
Gregory County, South Dakota,4171,2016-07-01
Haakon County, South Dakota,1892,2016-07-01
Hamlin County, South Dakota,6028,2016-07-01
Hand County, South Dakota,3319,2016-07-01
Greene County, Ohio,164765,2016-07-01
Guernsey County, Ohio,39063,2016-07-01
Hamilton County, Ohio,809099,2016-07-01
Hancock County, Ohio,75872,2016-07-01
Hardin County, Ohio,31474,2016-07-01
Harrison County, Ohio,15307,2016-07-01
Henry County, Ohio,27629,2016-07-01
Nowata County, Oklahoma,10419,2016-07-01
Okfuskee County, Oklahoma,12167,2016-07-01
Oklahoma County, Oklahoma,782970,2016-07-01
Okmulgee County, Oklahoma,39213,2016-07-01
Osage County, Oklahoma,47806,2016-07-01
Ottawa County, Oklahoma,31691,2016-07-01
Pawnee County, Oklahoma,16485,2016-07-01
Northumberland County, Pennsylvania,92541,2016-07-01
Perry County, Pennsylvania,45820,2016-07-01
Philadelphia County, Pennsylvania,1567872,2016-07-01
Pike County, Pennsylvania,55562,2016-07-01
Potter County, Pennsylvania,16885,2016-07-01
Schuylkill County, Pennsylvania,143573,2016-07-01
Hanson County, South Dakota,3374,2016-07-01
Harding County, South Dakota,1278,2016-07-01
Hughes County, South Dakota,17600,2016-07-01
Hutchinson County, South Dakota,7368,2016-07-01
Hyde County, South Dakota,1352,2016-07-01
Jackson County, South Dakota,3326,2016-07-01
Highland County, Ohio,43029,2016-07-01
Hocking County, Ohio,28340,2016-07-01
Holmes County, Ohio,43936,2016-07-01
Huron County, Ohio,58439,2016-07-01
Jackson County, Ohio,32505,2016-07-01
Jefferson County, Ohio,66704,2016-07-01
Knox County, Ohio,60814,2016-07-01
Payne County, Oklahoma,81131,2016-07-01
Pittsburg County, Oklahoma,44173,2016-07-01
Pontotoc County, Oklahoma,38330,2016-07-01
Pottawatomie County, Oklahoma,72290,2016-07-01
Pushmataha County, Oklahoma,11057,2016-07-01
Roger Mills County, Oklahoma,3640,2016-07-01
Rogers County, Oklahoma,91766,2016-07-01
Snyder County, Pennsylvania,40468,2016-07-01
Somerset County, Pennsylvania,75061,2016-07-01
Sullivan County, Pennsylvania,6137,2016-07-01
Susquehanna County, Pennsylvania,40862,2016-07-01
Tioga County, Pennsylvania,41467,2016-07-01
Union County, Pennsylvania,45565,2016-07-01
Venango County, Pennsylvania,52582,2016-07-01
Jerauld County, South Dakota,2004,2016-07-01
Jones County, South Dakota,927,2016-07-01
Kingsbury County, South Dakota,5001,2016-07-01
Lake County, South Dakota,12909,2016-07-01
Lawrence County, South Dakota,25281,2016-07-01
Lincoln County, South Dakota,54469,2016-07-01
Lyman County, South Dakota,3894,2016-07-01
Lake County, Ohio,228614,2016-07-01
Lawrence County, Ohio,60872,2016-07-01
Licking County, Ohio,172198,2016-07-01
Logan County, Ohio,45165,2016-07-01
Lorain County, Ohio,306365,2016-07-01
Lucas County, Ohio,432488,2016-07-01
Madison County, Ohio,43419,2016-07-01
Seminole County, Oklahoma,25207,2016-07-01
Sequoyah County, Oklahoma,41294,2016-07-01
Stephens County, Oklahoma,44090,2016-07-01
Texas County, Oklahoma,21098,2016-07-01
Tillman County, Oklahoma,7465,2016-07-01
Tulsa County, Oklahoma,642940,2016-07-01
Wagoner County, Oklahoma,77679,2016-07-01
Warren County, Pennsylvania,40025,2016-07-01
Washington County, Pennsylvania,207981,2016-07-01
Wayne County, Pennsylvania,50710,2016-07-01
Westmoreland County, Pennsylvania,355458,2016-07-01
Wyoming County, Pennsylvania,27521,2016-07-01
York County, Pennsylvania,443744,2016-07-01
Bristol County, Rhode Island,49067,2016-07-01
McCook County, South Dakota,5625,2016-07-01
McPherson County, South Dakota,2438,2016-07-01
Marshall County, South Dakota,4801,2016-07-01
Meade County, South Dakota,27693,2016-07-01
Mellette County, South Dakota,2102,2016-07-01
Miner County, South Dakota,2281,2016-07-01
Minnehaha County, South Dakota,187318,2016-07-01
Mahoning County, Ohio,230008,2016-07-01
Marion County, Ohio,65096,2016-07-01
Medina County, Ohio,177221,2016-07-01
Meigs County, Ohio,23125,2016-07-01
Mercer County, Ohio,40909,2016-07-01
Miami County, Ohio,104679,2016-07-01
Monroe County, Ohio,14210,2016-07-01
Washington County, Oklahoma,52087,2016-07-01
Washita County, Oklahoma,11447,2016-07-01
Woods County, Oklahoma,9201,2016-07-01
Woodward County, Oklahoma,20814,2016-07-01
Baker County, Oregon,16059,2016-07-01
Benton County, Oregon,89385,2016-07-01
Kent County, Rhode Island,164614,2016-07-01
Newport County, Rhode Island,82784,2016-07-01
Providence County, Rhode Island,633673,2016-07-01
Washington County, Rhode Island,126288,2016-07-01
Abbeville County, South Carolina,24872,2016-07-01
